year,sex,age,pop
2002,Females,75,850714.1265060001
2002,Females,80,577860.3838419999
2002,Females,85,328077.355351
2002,Females,90,134838.58634
2002,Females,95,33567.404428
2002,Males,0,210071.64838400003
2002,Males,1,593696.491232
2002,Males,5,981895.314744
2002,Males,10,1083301.1825340001
2002,Males,15,1247538.9406
2002,Males,20,1624397.843046
2002,Males,25,1840134.602391
2002,Males,30,1766067.658925
2002,Males,35,1702503.0556050001
2002,Males,40,1549759.8338839998
2002,Males,45,1335782.141662
2002,Males,50,1223173.135212
2002,Males,55,1113405.033747
2002,Males,60,884837.4167510001
2002,Males,65,965588.916952
2002,Males,70,838096.208536
2002,Males,75,607212.818828
2002,Males,80,336236.686747
2002,Males,85,150904.095872
2002,Males,90,52277.314071
2002,Males,95,10457.080883
2003,Females,0,207686.86856899998
2003,Females,1,590607.225782
2003,Females,5,938704.1572880001
2003,Females,10,1029162.705843
2003,Females,15,1160519.243663
2003,Females,20,1514785.9054130001
2003,Females,25,1789864.6230360002
2003,Females,30,1739067.593073
2003,Females,35,1714594.0642030002
2003,Females,40,1590283.050982
2003,Females,45,1400722.481726
2003,Females,50,1265185.4534129999
2003,Females,55,1207906.471589
2003,Females,60,985637.79412
2003,Females,65,1069685.992074
2003,Females,70,1056335.8379560001
2003,Females,75,868787.9540639999
2003,Females,80,611215.422897
2003,Females,85,335450.00691199995
2003,Females,90,141359.71873
2003,Females,95,35275.057182000004
2003,Males,0,221477.14849599998
2003,Males,1,622622.7933550001
2003,Males,5,990537.722212
2003,Males,10,1087619.129065
2003,Males,15,1223545.768217
2003,Males,20,1589771.810126
2003,Males,25,1893397.880614
2003,Males,30,1829016.8265880002
2003,Males,35,1759239.325121
2003,Males,40,1600379.524649
2003,Males,45,1390442.523917
2003,Males,50,1242149.693153
2003,Males,55,1154488.1779760001
2003,Males,60,915656.584558
2003,Males,65,935178.48761
2003,Males,70,859938.541493
2003,Males,75,623760.5050849998
2003,Males,80,363109.17358999996
2003,Males,85,153541.324859
2003,Males,90,54496.043137
2003,Males,95,11112.731848
2004,Females,0,214457.944455
2004,Females,1,613504.35162
2004,Females,5,952718.3607699999
2004,Females,10,1023357.029075
2004,Females,15,1140439.681332
2004,Females,20,1470271.1277810002
2004,Females,25,1809467.5464360001
2004,Females,30,1784171.763053
2004,Females,35,1741220.181442
2004,Females,40,1637192.187521
2004,Females,45,1459138.8140359998
2004,Females,50,1276388.685395
2004,Females,55,1239240.448325
2004,Females,60,1053492.5829440001
2004,Females,65,1014666.7596379999
2004,Females,70,1068292.052672
2004,Females,75,889483.363575
2004,Females,80,642285.75374
2004,Females,85,341337.753116
2004,Females,90,146248.180665
2004,Females,95,36686.163755
2004,Males,0,228308.720583
2004,Males,1,646424.709062
2004,Males,5,1005157.324393
2004,Males,10,1082450.3998450001
2004,Males,15,1203677.87607
2004,Males,20,1541264.952569
2004,Males,25,1919755.2677560002
2004,Males,30,1890678.348666
2004,Males,35,1801366.735946
2004,Males,40,1657197.8575770003
2004,Males,45,1452792.9089300002
2004,Males,50,1255767.2181779998
2004,Males,55,1185278.026677
2004,Males,60,982918.173146
2004,Males,65,887565.207769
2004,Males,70,874100.9501349999
2004,Males,75,641737.399742
2004,Males,80,388171.049786
2004,Males,85,156393.79068200002
2004,Males,90,55788.091658000005
2004,Males,95,11503.955438
2005,Females,0,221160.70802900003
2005,Females,1,633774.536342
2005,Females,5,976972.160621
2005,Females,10,1015764.186376
2005,Females,15,1127851.180257
2005,Females,20,1438566.399339
2005,Females,25,1820405.71338
2005,Females,30,1840935.89688
2005,Females,35,1771487.4743350002
2005,Females,40,1687318.3672599997
2005,Females,45,1523037.235293
2005,Females,50,1306996.786646
2005,Females,55,1252238.898245
2005,Females,60,1102948.302635
2005,Females,65,990750.5952959999
2005,Females,70,1070711.79502
2005,Females,75,910747.1377119999
2005,Females,80,668537.5420670002
2005,Females,85,352044.647522
2005,Females,90,149653.26676
2005,Females,95,38016.841833
2005,Males,0,235216.07025500003
2005,Males,1,668372.339318
2005,Males,5,1030970.002471
2005,Males,10,1074987.26595
2005,Males,15,1192886.211804
2005,Males,20,1516171.462638
2005,Males,25,1948088.3141200002
2005,Males,30,1973019.613074
2005,Males,35,1855573.3298209999
2005,Males,40,1720050.59344
2005,Males,45,1522989.158105
2005,Males,50,1287751.096991
2005,Males,55,1200519.7637840002
2005,Males,60,1031352.2463479999
2005,Males,65,869524.534421
2005,Males,70,880261.7339989999
2005,Males,75,660945.4191350001
2005,Males,80,408069.427637
2005,Males,85,162636.392383
2005,Males,90,56557.107741
2005,Males,95,11872.280125000001
2006,Females,0,228703.849261
2006,Females,1,655611.091767
2006,Females,5,1009154.0358519999
2006,Females,10,1012356.1972429999
2006,Females,15,1119173.9227459999
2006,Females,20,1400592.357909
2006,Females,25,1805873.4643009999
2006,Females,30,1890727.567676
2006,Females,35,1803889.341767
2006,Females,40,1729228.339772
2006,Females,45,1578311.420588
2006,Females,50,1349875.037627
2006,Females,55,1261512.129381
2006,Females,60,1137812.980683
2006,Females,65,978100.9495410001
2006,Females,70,1074687.280019
2006,Females,75,932054.128245
2006,Females,80,693407.372194
2006,Females,85,374759.713341
2006,Females,90,156070.810443
2006,Females,95,41085.42823500001
2006,Males,0,243304.65355
2006,Males,1,692197.7060959999
2006,Males,5,1065269.805022
2006,Males,10,1070743.261519
2006,Males,15,1184814.96712
2006,Males,20,1468584.083428
2006,Males,25,1926751.316509
2006,Males,30,2031098.7875629999
2006,Males,35,1903169.613467
2006,Males,40,1772159.006436
2006,Males,45,1582060.732881
2006,Males,50,1331003.382979
2006,Males,55,1213292.717587
2006,Males,60,1063493.037687
2006,Males,65,867219.852192
2006,Males,70,886139.0073530001
2006,Males,75,682699.4043129999
2006,Males,80,427123.83353
2006,Males,85,177554.562434
2006,Males,90,58615.23312
2006,Males,95,12804.806675999998
2007,Females,0,233246.16759599998
2007,Females,1,679466.013154
2007,Females,5,1044265.2604009999
2007,Females,10,1014718.7761349999
2007,Females,15,1122748.821726
2007,Females,20,1384131.802962
2007,Females,25,1794166.517243
2007,Females,30,1945072.1894890002
2007,Females,35,1847315.232144
2007,Females,40,1780690.106238
2007,Females,45,1626364.6322310003
2007,Females,50,1399398.222914
2007,Females,55,1284209.381117
2007,Females,60,1187171.076123
2007,Females,65,958945.9691989999
2007,Females,70,1068524.282841
2007,Females,75,952493.9466970001
2007,Females,80,711635.2820829999
2007,Females,85,400324.972858
2007,Females,90,160887.94655
2007,Females,95,44257.443563
2007,Males,0,249251.37005599999
2007,Males,1,718541.783704
2007,Males,5,1102740.094058
2007,Males,10,1071884.735755
2007,Males,15,1190363.6030010001
2007,Males,20,1449065.949256
2007,Males,25,1913537.978137
2007,Males,30,2098620.2840879997
2007,Males,35,1964254.097974
2007,Males,40,1836026.764801
2007,Males,45,1636409.425826
2007,Males,50,1381016.476801
2007,Males,55,1239207.98935
2007,Males,60,1108664.490768
2007,Males,65,858501.75201
2007,Males,70,881557.217545
2007,Males,75,704047.892632
2007,Males,80,441673.101263
2007,Males,85,194833.778308
2007,Males,90,60168.998896000005
2007,Males,95,13581.011025000002
2008,Females,0,243315.80651799997
2008,Females,1,699991.93152
2008,Females,5,1079479.876606
2008,Females,10,1020453.301897
2008,Females,15,1122321.182319
2008,Females,20,1362379.777171
2008,Females,25,1760847.596262
2008,Females,30,1982953.300473
2008,Females,35,1885964.2751799999
2008,Females,40,1823308.617115
2008,Females,45,1666261.1746200002
2008,Females,50,1451568.969435
2008,Females,55,1297218.897835
2008,Females,60,1227361.763369
2008,Females,65,985663.426043
2008,Females,70,1033805.506469
2008,Females,75,973503.285269
2008,Females,80,729355.5647659999
2008,Females,85,426592.594964
2008,Females,90,166501.831517
2008,Females,95,47896.43973
2008,Males,0,259819.412531
2008,Males,1,741363.6833259999
2008,Males,5,1140367.855083
2008,Males,10,1078629.171751
2008,Males,15,1191981.049901
2008,Males,20,1426683.923557
2008,Males,25,1873174.935277
2008,Males,30,2144991.312781
2008,Males,35,2017863.286034
2008,Males,40,1891564.384595
2008,Males,45,1683966.278419
2008,Males,50,1434046.526857
2008,Males,55,1255989.904055
2008,Males,60,1147514.461169
2008,Males,65,887588.122183
2008,Males,70,855508.803969
2008,Males,75,725147.529465
2008,Males,80,456973.399888
2008,Males,85,212420.977383
2008,Males,90,61907.431727
2008,Males,95,14529.300425
2009,Females,0,242849.756439
2009,Females,1,713351.39525
2009,Females,5,1109150.444927
2009,Females,10,1029663.1115219999
2009,Females,15,1107757.414748
2009,Females,20,1324952.3788609998
2009,Females,25,1698816.108493
2009,Females,30,1988257.1449479999
2009,Females,35,1917996.6211310003
2009,Females,40,1843672.550251
2009,Females,45,1706747.189621
2009,Females,50,1504789.9301550002
2009,Females,55,1302868.830588
2009,Females,60,1253710.021168
2009,Females,65,1050251.434644
2009,Females,70,979992.830742
2009,Females,75,986077.7938089999
2009,Females,80,749373.9220120001
2009,Females,85,452004.510104
2009,Females,90,172345.146214
2009,Females,95,51596.223495
2009,Males,0,260611.94941799997
2009,Males,1,757098.6474499999
2009,Males,5,1172490.123931
2009,Males,10,1088524.656373
2009,Males,15,1177352.566873
2009,Males,20,1378811.2433039998
2009,Males,25,1788166.783566
2009,Males,30,2138702.60656
2009,Males,35,2052034.823244
2009,Males,40,1917456.0332789999
2009,Males,45,1728501.015177
2009,Males,50,1489052.130873
2009,Males,55,1263824.721027
2009,Males,60,1173432.403223
2009,Males,65,949826.401163
2009,Males,70,812731.0002049999
2009,Males,75,739736.9448669999
2009,Males,80,474146.298988
2009,Males,85,229339.41669800002
2009,Males,90,64172.053844
2009,Males,95,15521.197578000001
2010,Females,0,232001.090477
2010,Females,1,727372.992107
2010,Females,5,1131023.375886
2010,Females,10,1044203.636024
2010,Females,15,1088343.59481
2010,Females,20,1281685.794281
2010,Females,25,1624472.925096
2010,Females,30,1962480.181129
2010,Females,35,1946133.7258310001
2010,Females,40,1855380.395517
2010,Females,45,1743226.167897
2010,Females,50,1557701.048075
2010,Females,55,1325408.359607
2010,Females,60,1260361.248115
2010,Females,65,1095520.115172
2010,Females,70,955800.676922
2010,Females,75,990444.8975280001
2010,Females,80,771682.980814
2010,Females,85,475997.723039
2010,Females,90,182885.276867
2010,Females,95,56347.171707
2010,Males,0,247827.121258
2010,Males,1,773657.216048
2010,Males,5,1196138.6719210001
2010,Males,10,1104277.098638
2010,Males,15,1157537.71643
2010,Males,20,1327179.3952
2010,Males,25,1688844.003724
2010,Males,30,2092404.7424140002
2010,Males,35,2078650.79873
2010,Males,40,1934771.8910190002
2010,Males,45,1767514.285999
2010,Males,50,1544517.794352
2010,Males,55,1286655.768241
2010,Males,60,1182163.71157
2010,Males,65,993266.4096530001
2010,Males,70,797146.019457
2010,Males,75,748687.9603329999
2010,Males,80,494199.567733
2010,Males,85,245123.458676
2010,Males,90,68948.747151
2010,Males,95,16736.986344
2011,Females,0,229737.71713000003
2011,Females,1,734795.3187909999
2011,Females,5,1152604.250025
2011,Females,10,1061044.364804
2011,Females,15,1073036.812013
2011,Females,20,1245684.313909
2011,Females,25,1551663.318331
2011,Females,30,1916809.358181
2011,Females,35,1972082.549872
2011,Females,40,1872062.673473
2011,Females,45,1774286.0139710002
2011,Females,50,1604585.045335
2011,Females,55,1361180.402144
2011,Females,60,1263906.507005
2011,Females,65,1126381.577288
2011,Females,70,943294.954472
2011,Females,75,995099.138819
2011,Females,80,792871.2965770001
2011,Females,85,496809.353391
2011,Females,90,197512.048436
2011,Females,95,60965.825001000005
2011,Males,0,244985.736132
2011,Males,1,784217.2458380001
2011,Males,5,1219745.7104490001
2011,Males,10,1123704.352558
2011,Males,15,1140016.588147
2011,Males,20,1288309.118393
2011,Males,25,1593239.348256
2011,Males,30,2023828.007161
2011,Males,35,2100191.043536
2011,Males,40,1956378.452514
2011,Males,45,1802776.9554279998
2011,Males,50,1592200.225206
2011,Males,55,1322313.2860050001
2011,Males,60,1189506.795735
2011,Males,65,1021334.583526
2011,Males,70,795234.20766
2011,Males,75,755768.135865
2011,Males,80,513638.410976
2011,Males,85,258487.58381
2011,Males,90,76776.512602
2011,Males,95,18026.926117
2012,Females,0,223817.187731
2012,Females,1,728275.064936
2012,Females,5,1174408.896855
2012,Females,10,1075198.30233
2012,Females,15,1059516.439518
2012,Females,20,1216245.56338
2012,Females,25,1481580.158636
2012,Females,30,1851091.3653580002
2012,Females,35,1985109.74514
2012,Females,40,1884069.8532850002
2012,Females,45,1805150.610962
2012,Females,50,1637315.9302289998
2012,Females,55,1399937.250373
2012,Females,60,1278473.885046
2012,Females,65,1170250.576716
2012,Females,70,924229.995654
2012,Females,75,988398.9031390001
2012,Females,80,811432.5778940001
2012,Females,85,510025.897972
2012,Females,90,211071.359805
2012,Females,95,62873.219231
2012,Males,0,238156.17449599996
2012,Males,1,778022.027063
2012,Males,5,1245232.991016
2012,Males,10,1139620.673084
2012,Males,15,1123374.8187799999
2012,Males,20,1256985.860884
2012,Males,25,1502349.604895
2012,Males,30,1928870.03303
2012,Males,35,2101565.6401070002
2012,Males,40,1967835.2451990002
2012,Males,45,1835513.279108
2012,Males,50,1624882.2584419998
2012,Males,55,1358435.271107
2012,Males,60,1206215.3100049999
2012,Males,65,1059793.321037
2012,Males,70,786676.4181680001
2012,Males,75,752152.797763
2012,Males,80,531865.28723
2012,Males,85,268142.78619199997
2012,Males,90,84296.52394700001
2012,Males,95,18673.295617
2013,Females,0,210278.59279199998
2013,Females,1,710258.861722
2013,Females,5,1191965.351053
2013,Females,10,1090977.5889700002
2013,Females,15,1044238.256445
2013,Females,20,1182113.004889
2013,Females,25,1406345.9383740001
2013,Females,30,1761491.308409
2013,Females,35,1977170.4856510002
2013,Females,40,1887883.8688890003
2013,Females,45,1824226.9019580001
2013,Females,50,1660326.6033160002
2013,Females,55,1440070.223775
2013,Females,60,1283239.564452
2013,Females,65,1205322.832407
2013,Females,70,948425.0086409999
2013,Females,75,956290.510331
2013,Females,80,832792.7258799999
2013,Females,85,526706.477875
2013,Females,90,227732.111033
2013,Females,95,66894.957712
2013,Males,0,223136.32833299998
2013,Males,1,758214.9843509999
2013,Males,5,1266861.260553
2013,Males,10,1155180.403915
2013,Males,15,1107763.936949
2013,Males,20,1223040.683789
2013,Males,25,1414300.9828760002
2013,Males,30,1807530.981828
2013,Males,35,2077393.677402
2013,Males,40,1968433.7737800002
2013,Males,45,1854539.3816510001
2013,Males,50,1648322.581888
2013,Males,55,1395716.023116
2013,Males,60,1212960.9343060001
2013,Males,65,1091971.692276
2013,Males,70,812733.180111
2013,Males,75,730832.309256
2013,Males,80,551974.360491
2013,Males,85,280541.42550899996
2013,Males,90,93463.646546
2013,Males,95,19849.053212
2014,Females,0,203675.894209
2014,Females,1,688916.239632
2014,Females,5,1201279.310186
2014,Females,10,1110772.840554
2014,Females,15,1041307.6420389999
2014,Females,20,1150053.972928
2014,Females,25,1343593.8426919999
2014,Females,30,1668611.6568050003
2014,Females,35,1954314.735528
2014,Females,40,1898347.713939
2014,Females,45,1829463.7735100002
2014,Females,50,1691152.1848060002
2014,Females,55,1486184.998139
2014,Females,60,1284241.605342
2014,Females,65,1228600.736066
2014,Females,70,1009892.821061
2014,Females,75,906736.531815
2014,Females,80,846089.6785309999
2014,Females,85,544676.379185
2014,Females,90,243518.746696
2014,Females,95,70596.322827
2014,Males,0,216744.196159
2014,Males,1,733832.0524250001
2014,Males,5,1279294.698136
2014,Males,10,1176060.877531
2014,Males,15,1104523.414301
2014,Males,20,1193077.086123
2014,Males,25,1347887.6093899999
2014,Males,30,1692920.4904399998
2014,Males,35,2036663.1773799998
2014,Males,40,1975352.046655
2014,Males,45,1860304.6035020002
2014,Males,50,1679853.8543679998
2014,Males,55,1441647.317106
2014,Males,60,1215382.005312
2014,Males,65,1113336.575123
2014,Males,70,869481.97868
2014,Males,75,694105.248939
2014,Males,80,566169.590318
2014,Males,85,294084.815026
2014,Males,90,101851.187291
2014,Males,95,21335.79843
2015,Females,0,202289.509046
2015,Females,1,668025.568665
2015,Females,5,1199964.392218
2015,Females,10,1129541.244729
2015,Females,15,1052181.469172
2015,Females,20,1125625.530173
2015,Females,25,1297359.5542209998
2015,Females,30,1587050.901014
2015,Females,35,1917389.783077
2015,Females,40,1916118.347924
2015,Females,45,1833545.370671
2015,Females,50,1722644.802913
2015,Females,55,1535242.203124
2015,Females,60,1303766.1124030002
2015,Females,65,1233548.856601
2015,Females,70,1053005.135707
2015,Females,75,885320.210607
2015,Females,80,850384.479329
2015,Females,85,561201.683413
2015,Females,90,253829.367356
2015,Females,95,74060.877035
2015,Males,0,215729.078627
2015,Males,1,710174.7729249999
2015,Males,5,1279615.778801
2015,Males,10,1195593.094914
2015,Males,15,1115879.893525
2015,Males,20,1171440.131874
2015,Males,25,1301374.27892
2015,Males,30,1596216.149383
2015,Males,35,1981236.434211
2015,Males,40,1990337.880992
2015,Males,45,1867738.1733879999
2015,Males,50,1711769.4443720002
2015,Males,55,1490268.195665
2015,Males,60,1233830.2551240001
2015,Males,65,1118126.6929579999
2015,Males,70,908102.783832
2015,Males,75,681154.261858
2015,Males,80,574143.759987
2015,Males,85,307306.818409
2015,Males,90,107627.02877599999
2015,Males,95,22988.582981000003
2016,Females,0,199005.968804
2016,Females,1,646919.0432719999
2016,Females,5,1192903.890593
2016,Females,10,1150272.752341
2016,Females,15,1068219.161562
2016,Females,20,1109930.465901
2016,Females,25,1264432.06094
2016,Females,30,1515746.414723
2016,Females,35,1868341.37298
2016,Females,40,1936107.488971
2016,Females,45,1845017.39298
2016,Females,50,1750895.004272
2016,Females,55,1579347.6016700002
2016,Females,60,1337417.9011120002
2016,Females,65,1236039.8507059999
2016,Females,70,1082454.276467
2016,Females,75,875807.046123
2016,Females,80,856733.278382
2016,Females,85,579974.491217
2016,Females,90,266376.907778
2016,Females,95,76317.98394800001
2016,Males,0,211057.98091299998
2016,Males,1,687649.877685
2016,Males,5,1272932.5001400001
2016,Males,10,1218494.621481
2016,Males,15,1134343.025826
2016,Males,20,1157128.678226
2016,Males,25,1272633.406127
2016,Males,30,1512846.22204
2016,Males,35,1913107.062342
2016,Males,40,2005601.922916
2016,Males,45,1881898.4023270002
2016,Males,50,1741272.678053
2016,Males,55,1532924.486347
2016,Males,60,1264839.054184
2016,Males,65,1122381.716642
2016,Males,70,932606.452853
2016,Males,75,681406.951806
2016,Males,80,581476.5243609999
2016,Males,85,322725.19083
2016,Males,90,114650.48900300001
2016,Males,95,23686.421639
2017,Females,0,192586.090872
2017,Females,1,633102.4668109999
2017,Females,5,1179948.328216
2017,Females,10,1173721.720421
2017,Females,15,1085896.148281
2017,Females,20,1104383.131071
2017,Females,25,1246504.932245
2017,Females,30,1456389.851655
2017,Females,35,1809580.9899670002
2017,Females,40,1950808.593043
2017,Females,45,1857871.9809889998
2017,Females,50,1782616.50184
2017,Females,55,1612714.3333490002
2017,Females,60,1375834.8299780001
2017,Females,65,1249688.348677
2017,Females,70,1123833.1078920001
2017,Females,75,858969.968048
2017,Females,80,853227.648359
2017,Females,85,596219.066719
2017,Females,90,274368.970666
2017,Females,95,81201.626093
2017,Males,0,203725.455757
2017,Males,1,673098.023333
2017,Males,5,1258470.938182
2017,Males,10,1246033.013611
2017,Males,15,1154658.086455
2017,Males,20,1150664.306336
2017,Males,25,1260861.401175
2017,Males,30,1445368.813294
2017,Males,35,1833912.705749
2017,Males,40,2012848.372697
2017,Males,45,1895131.2178790001
2017,Males,50,1774356.82038
2017,Males,55,1564885.5081330002
2017,Males,60,1298660.082068
2017,Males,65,1137531.888768
2017,Males,70,966340.1625989999
2017,Males,75,675481.5287799999
2017,Males,80,579584.248077
2017,Males,85,336799.07366199995
2017,Males,90,119734.057988
2017,Males,95,25964.986599
2018,Females,0,183455
2018,Females,1,628631.400914
2018,Females,5,1155921.363992
2018,Females,10,1198923.988109
2018,Females,15,1111528.459995
2018,Females,20,1110479.641353
2018,Females,25,1245862.114354
2018,Females,30,1417067.064335
2018,Females,35,1748597.4796910002
2018,Females,40,1961792.3250310002
2018,Females,45,1874740.68217
2018,Females,50,1811264.915957
2018,Females,55,1643286.424039
2018,Females,60,1420347.9922750003
2018,Females,65,1257745.034314
2018,Females,70,1158912.781369
2018,Females,75,882707.183976
2018,Females,80,825846.3049450001
2018,Females,85,613165.67797
2018,Females,90,283082.093171
2018,Females,95,86126.823086
2018,Males,0,194539
2018,Males,1,667556.8036859999
2018,Males,5,1231620.767676
2018,Males,10,1275249.592666
2018,Males,15,1183144.723594
2018,Males,20,1158416.580423
2018,Males,25,1265492.089228
2018,Males,30,1404590.870874
2018,Males,35,1753869.866237
2018,Males,40,2012906.521149
2018,Males,45,1912124.173663
2018,Males,50,1802211.555997
2018,Males,55,1594164.5518210002
2018,Males,60,1338367.553883
2018,Males,65,1146696.318038
2018,Males,70,996405.9063029999
2018,Males,75,699616.367583
2018,Males,80,562490.801975
2018,Males,85,349775.587937
2018,Males,90,124886.82339800001
2018,Males,95,28190.751427000003
2019,Females,0,176095.5
2019,Females,1,623444.297303
2019,Females,5,1134041.6057499999
2019,Females,10,1219240.078048
2019,Females,15,1143628.883612
2019,Females,20,1131589.88455
2019,Females,25,1252131.728138
2019,Females,30,1398097.195998
2019,Females,35,1693761.9274320002
2019,Females,40,1965397.720394
2019,Females,45,1904619.9711250002
2019,Females,50,1831035.777969
2019,Females,55,1685660.9738110001
2019,Females,60,1473749.835835
2019,Females,65,1264758.861598
2019,Females,70,1185499.567604
2019,Females,75,942824.664346
2019,Females,80,784619.938574
2019,Females,85,627091.745307
2019,Females,90,295543.716195
2019,Females,95,92035.433376
2019,Males,0,185767
2019,Males,1,661425.124361
2019,Males,5,1207455.456579
2019,Males,10,1299543.018134
2019,Males,15,1221434.111543
2019,Males,20,1185561.718109
2019,Males,25,1279118.738951
2019,Males,30,1390590.298372
2019,Males,35,1686116.216498
2019,Males,40,2003466.819805
2019,Males,45,1940321.9671419999
2019,Males,50,1822245.40767
2019,Males,55,1635093.0952750002
2019,Males,60,1389112.392077
2019,Males,65,1153870.006884
2019,Males,70,1019678.3259060001
2019,Males,75,751811.966554
2019,Males,80,535361.6490229999
2019,Males,85,361126.212457
2019,Males,90,132241.170415
2019,Males,95,30754.870436
2020,Females,0,170691
2020,Females,1,606124.805979
2020,Females,5,1120603.2006
2020,Females,10,1227583.400412
2020,Females,15,1169714.572946
2020,Females,20,1157140.2281789999
2020,Females,25,1252821.219362
2020,Females,30,1382359.8634859999
2020,Females,35,1638979.386531
2020,Females,40,1949025.475342
2020,Females,45,1936353.7912629999
2020,Females,50,1845334.5168899999
2020,Females,55,1725182.764498
2020,Females,60,1527039.871061
2020,Females,65,1287080.2032090002
2020,Females,70,1192525.212822
2020,Females,75,983217.78678
2020,Females,80,766409.79379
2020,Females,85,629404.088496
2020,Females,90,303917.843497
2020,Females,95,95011.77643
2020,Males,0,180200
2020,Males,1,641978.877881
2020,Males,5,1192297.558043
2020,Males,10,1309907.983772
2020,Males,15,1250834.04827
2020,Males,20,1217067.749076
2020,Males,25,1286450.930418
2020,Males,30,1380722.047497
2020,Males,35,1622981.8288880002
2020,Males,40,1971621.232175
2020,Males,45,1969109.1624389999
2020,Males,50,1838240.253635
2020,Males,55,1672719.339989
2020,Males,60,1440077.6042900002
2020,Males,65,1173046.112315
2020,Males,70,1025493.4824040001
2020,Males,75,785077.6166269999
2020,Males,80,525505.192069
2020,Males,85,364802.32097799995
2020,Males,90,137610.845727
2020,Males,95,32290.088781000002
2021,Females,0,160546.5
2021,Females,1,578014.090839
2021,Females,5,1099710.30617
2021,Females,10,1223161.668815
2021,Females,15,1188022.47186
2021,Females,20,1165885.501952
2021,Females,25,1237777.860382
2021,Females,30,1357305.23387
2021,Females,35,1574519.5476759998
2021,Females,40,1905821.952247
2021,Females,45,1958972.550618
2021,Females,50,1858951.1496199998
2021,Females,55,1755353.467597
2021,Females,60,1570874.719979
2021,Females,65,1319449.7378170001
2021,Females,70,1194751.030192
2021,Females,75,1009842.363199
2021,Females,80,758532.1677430001
2021,Females,85,634661.009943
2021,Females,90,315177.219602
2021,Females,95,100586.470306
2021,Males,0,170071
2021,Males,1,612155.455733
2021,Males,5,1169162.926766
2021,Males,10,1305667.796712
2021,Males,15,1270361.972411
2021,Males,20,1235830.371017
2021,Males,25,1275673.9517680001
2021,Males,30,1364152.333486
2021,Males,35,1553261.746113
2021,Males,40,1913106.0851170002
2021,Males,45,1988727.917709
2021,Males,50,1854945.872217
2021,Males,55,1704319.311472
2021,Males,60,1482719.9019870001
2021,Males,65,1201789.7939910002
2021,Males,70,1029604.698635
2021,Males,75,805706.4926240001
2021,Males,80,526332.976893
2021,Males,85,368104.838344
2021,Males,90,143935.963603
2021,Males,95,34155.847382
2022,Females,0,159403
2022,Females,1,555068.5
2022,Females,5,1088417.772682
2022,Females,10,1223398.328287
2022,Females,15,1222300.720452
2022,Females,20,1193879.648289
2022,Females,25,1244903.630987
2022,Females,30,1358167.9322580001
2022,Females,35,1533915.3516679998
2022,Females,40,1863098.489971
2022,Females,45,1984780.09307
2022,Females,50,1880234.4809949999
2022,Females,55,1793124.5018500001
2022,Females,60,1608239.8333520002
2022,Females,65,1359127.3299800002
2022,Females,70,1209704.34868
2022,Females,75,1049034.607917
2022,Females,80,746052.468061
2022,Females,85,633419.648363
2022,Females,90,326158.066715
2022,Females,95,104135.288686
2022,Males,0,170022.5
2022,Males,1,586757
2022,Males,5,1155865.901085
2022,Males,10,1305259.938252
2022,Males,15,1307762.013648
2022,Males,20,1270726.586445
2022,Males,25,1283914.806288
2022,Males,30,1369817.401148
2022,Males,35,1504768.313294
2022,Males,40,1849735.205756
2022,Males,45,2004551.872721
2022,Males,50,1874588.717905
2022,Males,55,1740616.32039
2022,Males,60,1516311.0081520001
2022,Males,65,1235081.082079
2022,Males,70,1044376.888794
2022,Males,75,835189.662598
2022,Males,80,524317.02878
2022,Males,85,366959.248095
2022,Males,90,150821.573673
2022,Males,95,35678.753331
